"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M"
"310M400US19100","Dallas-Fort Worth-Arlington, TX Metro Area","45063","5305","21914","3272","1401","864","1225","460","1568","712","812","377","725","462","1711","736","1659","1009","1246","702","3356","1061","2318","584","3775","1103","1607","574","511","360","0","228","23149","2883","1448","713","2299","949","1585","740","813","545","739","481","2116","894","1675","731","2149","970","3135","1005","2590","851","2389","706","1634","568","284","229","293","318"
"310M400US19740","Denver-Aurora-Lakewood, CO Metro Area","23705","3042","10828","1481","352","251","651","448","1118","731","135","153","1103","647","1073","794","723","406","796","525","1552","633","1611","611","1216","542","386","232","112","189","0","204","12877","2346","751","561","946","546","543","329","31","51","0","204","980","534","1476","843","1373","609","1213","514","1964","690","2175","610","1085","441","166","156","174","184"
"310M400US19820","Detroit-Warren-Dearborn, MI Metro Area","13225","2119","6810","1411","493","355","150","185","50","86","1827","948","148","199","359","264","760","481","176","190","990","549","675","346","617","260","374","239","191","212","0","172","6415","1210","191","240","312","225","573","415","59","66","48","72","648","326","418","288","569","442","869","411","1327","437","720","284","558","251","62","77","61","98"
"310M400US20260","Duluth, MN-WI Metro Area","6395","919","3088","583","216","150","272","116","198","165","53","76","77","83","362","233","263","189","62","99","554","323","375","234","402","173","129","91","95","121","30","52","3307","554","259","149","579","214","151","97","321","133","26","36","310","199","370","215","126","137","214","198","334","237","374","136","207","102","9","18","27","36"
"310M400US21700","Eureka-Arcata-Fortuna, CA Micro Area","6438","1134","3018","712","122","148","246","183","212","154","0","211","109","128","98","131","389","323","142","119","920","459","271","168","132","130","154","145","211","205","12","22","3420","672","273","239","219","196","151","146","22","37","109","191","108","169","497","336","220","241","458","343","426","304","527","156","204","135","185","187","21","30"
"310M400US22140","Farmington, NM Metro Area","50058","1558","24635","974","1909","259","1728","551","2229","559","1110","134","847","685","1656","478","2279","94","2186","341","3133","87","2610","47","2665","201","1505","201","539","131","239","111","25423","767","1565","255","2342","464","1681","549","1225","180","772","108","1966","386","2072","52","1876","71","3138","77","2883","27","2780","71","1771","201","1048","163","304","167"
"310M400US22180","Fayetteville, NC Metro Area","8527","981","3866","693","169","228","267","213","428","273","133","137","0","210","193","183","397","265","448","318","624","470","266","223","492","217","246","164","203","145","0","210","4661","700","69","89","379","268","287","233","181","157","296","245","488","283","150","130","251","201","470","236","707","276","538","223","210","175","487","223","148","129"
"310M400US22380","Flagstaff, AZ Metro Area","38177","1330","18010","919","1758","220","1505","543","1942","692","989","37","339","292","1187","473","1593","274","1421","215","2254","254","1987","211","1626","161","795","164","413","156","201","156","20167","769","1335","318","1286","430","2119","395","951","16","450","261","1826","349","1692","333","1472","203","2523","171","2153","105","2346","240","1010","173","617","169","387","169"
"310M400US22900","Fort Smith, AR-OK Metro Area","17096","1748","8554","1139","511","173","845","326","1006","327","649","285","545","381","467","273","589","317","474","249","900","310","1069","308","772","133","419","182","274","155","34","58","8542","1052","646","160","361","197","765","296","509","127","239","161","668","167","641","231","316","202","1252","542","900","237","1077","263","688","280","447","240","33","38"
"310M400US23420","Fresno, CA Metro Area","15894","4646","7764","2176","598","533","1198","789","400","421","670","701","104","109","526","404","1074","513","377","242","849","640","1143","573","652","336","110","107","63","87","0","211","8130","2881","1450","1027","913","708","671","569","362","347","102","111","503","314","767","541","431","373","1239","717","674","453","639","289","300","281","53","68","26","42"
"310M400US23700","Gallup, NM Micro Area","57633","1598","27284","983","1801","40","2132","408","3806","460","1652","464","836","201","1970","201","2339","56","2011","33","3049","28","2943","201","2450","268","1414","21","494","217","387","224","30349","1147","2474","661","2494","366","2523","703","1363","25","1167","396","2355","397","2449","59","1953","83","3266","201","3311","133","3295","15","2140","29","915","297","644","297"
"310M400US24580","Green Bay, WI Metro Area","6511","1042","3352","534","184","174","485","236","189","144","175","138","121","93","195","112","391","199","0","151","683","312","259","185","466","196","178","151","26","35","0","151","3159","679","364","264","231","168","288","198","134","143","64","107","220","242","215","219","293","235","413","270","217","136","408","206","257","187","0","151","55","97"
"310M400US26420","Houston-The Woodlands-Sugar Land, TX Metro Area","29224","6421","14886","3220","670","581","1553","835","1950","823","1035","551","325","370","837","564","654","448","592","409","2771","1388","1594","851","1710","920","704","437","491","449","0","228","14338","4544","374","368","207","207","1690","1801","598","611","486","424","509","426","1747","962","1286","811","2312","1135","2344","1104","1780","729","741","430","128","171","136","230"
"310M400US29820","Las Vegas-Henderson-Paradise, NV Metro Area","23704","3464","11332","1961","939","418","1093","763","1198","576","582","321","198","244","314","294","1167","556","717","350","1532","543","1699","658","912","353","384","254","394","320","203","329","12372","1865","555","395","587","383","881","585","332","201","600","435","1078","614","1250","615","679","351","2472","851","1584","707","1366","411","659","316","151","131","178","265"
"310M400US30300","Lewiston, ID-WA Metro Area","3141","219","1597","165","132","138","141","90","323","148","60","65","43","74","197","136","0","198","131","97","37","57","208","177","53","63","232","73","40","47","0","198","1544","142","28","54","200","95","120","82","28","51","26","37","218","60","66","68","85","69","138","95","222","106","204","116","122","96","87","79","0","198"
"310M400US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","89302","8072","45842","4998","2154","831","1969","746","3025","1098","2802","962","844","400","3433","1182","4215","971","2861","833","7907","1489","6510","1177","6020","1223","2753","721","931","402","418","339","43460","4165","1647","621","2339","1000","3217","1127","1939","890","590","385","2830","811","3140","959","3860","942","6343","1171","6242","1479","5356","928","3492","1088","1779","626","686","368"
"310M400US31300","Lumberton, NC Micro Area","53375","713","25466","371","1878","167","2067","417","1693","380","1233","210","921","438","1687","440","2019","210","1387","138","3104","15","3141","130","3161","210","2219","163","918","63","38","63","27909","508","1476","326","1845","348","2018","394","1169","210","789","82","1833","75","2164","210","1741","210","3674","226","3595","68","3567","174","2534","210","1099","231","405","231"
"310M400US33340","Milwaukee-Waukesha-West Allis, WI Metro Area","6184","1240","3028","723","165","196","465","336","129","165","107","108","73","112","490","269","0","151","256","206","339","196","423","211","253","181","265","202","63","100","0","151","3156","694","266","277","132","191","179","144","275","207","0","151","28","53","236","176","374","248","379","239","544","292","567","288","87","88","84","69","5","11"
"310M400US33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","22769","2720","11441","1844","837","558","1031","492","1293","537","641","297","283","269","724","392","1040","411","1070","465","1870","620","1123","394","639","237","785","355","52","68","53","98","11328","1355","751","393","704","348","996","407","282","203","352","352","725","402","663","352","1381","609","1808","590","1232","451","1773","415","476","213","185","186","0","198"
"310M400US34780","Muskogee, OK Micro Area","12314","995","6054","603","407","160","594","229","481","173","339","134","160","185","822","202","395","192","366","148","726","168","698","141","536","174","372","98","127","75","31","51","6260","645","419","154","373","221","483","224","361","157","134","121","643","312","504","162","366","114","1013","175","658","171","744","143","298","116","164","141","100","134"
"310M400US35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","72874","8209","40178","5960","2028","1115","1600","654","2403","805","2313","980","1132","690","2895","987","4372","1396","3594","1176","5709","1886","6324","1830","4340","1425","2157","691","1059","679","252","234","32696","4225","2925","1577","1907","786","2510","1152","951","563","1493","832","1624","707","2233","779","2015","1004","4673","1315","5113","1414","3946","1138","2486","814","380","251","440","402"
"310M400US36420","Oklahoma City, OK Metro Area","53433","3566","25440","1697","1648","473","1949","616","1735","642","1126","401","1190","475","2157","623","2339","523","1704","460","3111","694","3062","509","2878","590","1737","384","735","180","69","95","27993","2517","2526","508","2459","726","1307","449","1365","453","1441","573","1767","608","2423","784","2124","462","3813","743","2974","644","3118","570","1422","389","971","313","283","190"
"310M400US36460","Olean, NY Micro Area","2539","318","1215","203","76","46","93","68","185","140","73","74","0","201","71","60","126","71","57","66","153","102","95","76","99","64","112","102","26","36","49","60","1324","275","126","64","81","83","126","102","134","90","0","201","111","113","35","54","68","98","290","154","91","104","136","94","93","77","33","36","0","201"
"310M400US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","10565","1598","5804","1231","324","439","291","221","835","584","187","165","116","116","276","203","366","266","143","180","625","451","991","535","1159","506","344","307","77","106","70","123","4761","1120","0","198","308","287","98","119","135","177","604","495","459","401","445","422","240","256","875","427","579","357","874","463","0","198","144","149","0","198"
"310M400US38060","Phoenix-Mesa-Scottsdale, AZ Metro Area","113770","7844","57259","4734","4245","811","4180","1140","6848","1593","2956","940","3843","1406","4171","694","4697","419","5249","683","8425","1158","5570","1032","3918","832","2229","818","707","340","221","290","56511","3843","3941","1054","4495","1075","5322","1078","2482","748","1992","632","5735","1160","4776","940","5040","468","7598","990","6782","1255","4666","652","2232","410","1293","394","157","152"
"310M400US38820","Port Angeles, WA Micro Area","3491","614","1834","389","165","65","161","99","124","86","101","97","61","63","51","56","198","120","55","62","151","113","371","202","263","130","12","16","121","87","0","204","1657","385","122","76","102","92","166","109","54","66","86","79","96","102","110","78","57","54","316","177","191","65","215","89","96","87","46","45","0","204"
"310M400US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","18410","2646","9071","1520","395","349","793","479","361","213","338","235","325","280","221","166","745","415","553","320","2053","955","1684","538","959","495","588","303","56","94","0","198","9339","1769","610","412","590","422","757","457","300","289","131","160","876","464","795","508","908","605","1151","566","1513","767","830","538","395","251","233","224","250","300"
"310M400US39660","Rapid City, SD Metro Area","12257","2109","5563","1210","1056","441","328","237","1173","629","264","357","63","107","236","309","244","220","541","311","549","360","680","320","129","182","272","203","28","37","0","163","6694","1486","424","339","515","367","524","410","1148","852","0","163","533","493","576","384","473","609","537","353","1042","472","563","227","219","189","85","120","55","102"
"310M400US39900","Reno, NV Metro Area","7333","1183","4128","686","379","305","511","295","229","282","203","170","0","211","226","231","662","287","256","224","597","332","322","286","416","153","146","114","173","158","8","15","3205","705","172","171","243","236","41","63","27","45","133","175","301","228","219","209","209","256","245","191","580","314","521","122","331","198","81","87","102","107"
"310M400US40140","Riverside-San Bernardino-Ontario, CA Metro Area","36622","5160","18768","2863","1307","641","886","567","1578","726","722","535","486","279","1183","371","1823","765","1654","714","2490","858","1710","492","2879","786","1265","486","466","251","319","253","17854","2948","480","315","1002","696","1224","631","1078","501","666","332","1883","708","1417","430","1990","842","1905","732","2078","464","2014","550","1551","344","316","203","250","249"
"310M400US40900","Sacramento--Roseville--Arden-Arcade, CA Metro Area","15425","3181","7410","1819","257","369","333","326","107","131","243","197","105","172","522","429","1107","690","335","464","1208","586","921","675","1110","539","869","459","293","253","0","211","8015","1952","59","100","221","229","356","221","618","407","227","234","216","228","456","416","215","169","1088","514","1272","513","1630","701","1033","688","441","423","183","165"
"310M400US41700","San Antonio-New Braunfels, TX Metro Area","16274","4382","8378","2438","762","587","691","556","423","510","408","347","0","228","874","610","857","616","611","459","1102","563","1051","620","972","455","419","360","208","208","0","228","7896","2385","359","380","676","569","1285","884","683","580","155","224","227","229","632","473","253","263","1225","627","1199","679","609","402","275","213","199","285","119","199"
"310M400US41740","San Diego-Carlsbad, CA Metro Area","20446","2604","11746","1605","692","212","464","222","607","366","388","198","715","318","1243","610","1492","421","746","537","1176","460","1470","361","1354","360","1128","578","237","188","34","36","8700","1467","493","378","234","138","606","243","405","268","76","81","968","466","777","404","841","314","900","363","1206","469","1112","393","724","275","329","203","29","43"
"310M400US41860","San Francisco-Oakland-Hayward, CA Metro Area","23664","3652","11747","2488","340","304","674","444","650","549","372","324","624","463","279","236","508","431","1412","794","1683","698","2101","663","1866","693","902","243","220","208","116","139","11917","1953","683","344","471","275","569","352","226","218","67","110","260","222","639","393","1089","490","2054","728","1922","465","1891","680","1337","371","502","424","207","188"
"310M400US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","9161","2049","5271","1398","220","344","232","320","167","152","179","139","154","250","526","345","147","225","335","304","731","460","658","529","1013","578","386","235","523","419","0","211","3890","1152","0","211","99","118","280","252","55","80","209","213","397","481","157","152","151","137","798","424","697","406","353","211","373","287","128","211","193","313"
"310M400US42140","Santa Fe, NM Metro Area","4554","635","2355","475","126","58","215","72","88","71","143","105","142","125","174","175","22","30","130","96","552","304","202","162","220","208","176","141","165","175","0","201","2199","377","112","59","128","100","183","109","69","48","89","87","70","93","311","134","85","72","454","256","167","99","192","128","168","122","151","134","20","37"
"310M400US42660","Seattle-Tacoma-Bellevue, WA Metro Area","32150","3487","14461","1987","236","163","883","595","837","447","420","391","334","306","986","537","1873","703","806","378","2476","651","1451","584","2511","502","1064","365","545","298","39","72","17689","2145","584","427","1173","476","1318","686","1057","464","711","491","957","523","1488","575","1020","553","1707","626","2663","611","1993","493","2099","574","838","451","81","122"
"310M400US43060","Shawnee, OK Micro Area","9342","1041","4237","626","351","129","343","189","396","215","225","122","107","125","252","189","309","149","192","172","765","232","439","122","464","114","341","86","11","18","42","48","5105","629","418","155","491","255","285","184","127","95","98","137","459","220","450","59","497","235","637","264","520","165","655","94","332","123","88","85","48","50"
"310M400US43320","Show Low, AZ Micro Area","49902","1295","24086","977","2048","235","2128","391","2804","531","1218","181","785","211","1707","129","2032","474","1577","103","2378","304","2582","137","2552","215","1493","86","586","116","196","125","25816","478","2103","78","2059","384","2355","424","1169","143","706","77","1665","211","1988","43","1633","84","2759","149","2882","107","3149","147","1879","69","1003","185","466","185"
"310M400US44060","Spokane-Spokane Valley, WA Metro Area","10084","1856","4183","954","373","204","555","375","224","157","252","181","23","34","120","90","435","280","455","321","373","225","383","209","549","270","138","95","303","307","0","204","5901","1143","381","242","517","299","399","272","127","137","232","247","173","169","460","336","699","530","371","233","1006","445","1099","396","239","283","198","137","0","204"
"310M400US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","9323","1515","4624","1004","124","112","92","116","442","379","156","251","229","228","171","213","260","260","273","327","748","459","1014","525","417","313","371","276","263","221","64","107","4699","958","235","299","319","316","0","229","289","335","87","150","202","247","313","295","520","486","764","421","471","386","738","497","714","341","47","105","0","229"
"310M400US46060","Tucson, AZ Metro Area","45440","4671","23229","2481","2116","707","1447","723","2216","714","728","421","764","329","2872","636","1845","633","1795","741","3444","1162","2026","404","2209","662","1316","456","422","274","29","49","22211","2675","1621","672","1841","804","1301","518","1626","622","789","361","2027","736","1374","492","1084","533","3011","588","2966","943","2588","590","1368","338","473","184","142","230"
"310M400US46140","Tulsa, OK Metro Area","72320","3302","35186","1840","2255","432","3057","524","3262","604","1655","388","1402","384","2861","476","3020","541","2046","371","5080","590","4011","465","3477","447","2270","326","622","235","168","103","37134","2031","2450","432","3406","712","2606","542","1623","443","1233","352","2634","523","2429","437","2683","427","4981","598","4047","444","4618","474","3017","398","1227","284","180","113"
"310M400US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","16268","2224","8327","1629","344","344","70","126","849","362","133","166","102","144","1019","534","521","402","189","186","1041","674","1673","597","686","490","733","438","967","954","0","198","7941","1428","749","476","343","364","346","259","452","381","374","262","292","262","800","613","442","366","829","397","1324","674","1358","691","405","344","194","182","33","55"
"310M400US48620","Wichita, KS Metro Area","7647","2039","4189","1347","239","297","516","588","550","400","133","234","94","105","260","263","478","272","51","74","434","341","423","321","772","453","183","161","0","177","56","84","3458","1002","137","222","257","246","211","175","269","224","0","177","199","175","340","365","307","341","394","321","390","235","662","428","208","181","24","30","60","89"
"310M400US49420","Yakima, WA Metro Area","10696","1893","5286","1271","175","159","755","628","656","484","176","185","363","333","225","213","185","179","571","299","222","176","652","343","572","216","321","237","413","395","0","204","5410","858","468","279","389","212","855","468","154","145","103","171","576","241","321","249","381","351","506","240","414","218","601","91","504","221","98","116","40","69"
"310M400US32020","Marion, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28020","Kalamazoo-Portage, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19260","Danville, VA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US46380","Ukiah, CA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36100","Ocala, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45860","Torrington, CT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US49780","Zanesville, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10420","Akron, OH Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36300","Ogdensburg-Massena, NY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40780","Russellville, AR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US46020","Truckee-Grass Valley, CA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45820","Topeka, KS Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18300","Coos Bay, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US20940","El Centro, CA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26380","Houma-Thibodaux, LA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
